819200	832291
819200	820081
819200	819267
819200	827898
819200	840346
819200	843134
819203	833921
819203	838947
819203	837892
819203	834150
819203	825896
819203	823916
819203	826476
819203	834959
819203	821272
819203	825332
819203	839960
819203	843396
819203	816408
819203	842303
819204	828715
819204	817158
819204	819847
819204	828681
819204	829209
819204	818203
819204	838300
819204	831899
819204	835015
819204	840368
819204	834483
819204	837301
819204	818487
819204	830520
819204	816186
819204	834421
819204	839235
819204	824647
819204	2745418
819204	837963
819204	829922
819204	827091
819204	841173
819204	831062
819204	820956
819204	828509
819204	829662
819204	828639
819204	817378
819204	830702
819204	828400
819204	829173
819204	814714
819204	831867
819206	817158
819206	819847
819206	820395
819206	835015
819206	838035
819206	838300
819208	838388
819210	833026
819210	839173
819210	837126
819210	823817
819210	825356
819210	830989
819210	817679
819210	839698
819210	816660
819210	825368
819210	825370
819210	841756
819210	839201
819210	819235
819210	826916
819210	836134
819210	833576
819210	828971
819210	822318
819210	819248
819210	821298
819210	820789
819210	828982
819210	839740
819210	820490
819210	828481
819210	822341
819210	837197
819210	842320
819210	832593
819210	835154
819210	827990
819210	828089
819210	829531
819210	832099
819210	821860
819210	820325
819210	830570
819210	829547
819210	836204
819210	841234
819210	823918
819210	816754
819210	838774
819210	831609
819210	836218
819210	842875
819210	818282
819210	819838
819210	820161
819210	818829
819210	817807
819210	821904
819210	840339
819210	831127
819210	839108
819210	838812
819210	819359
819210	818340
819210	841395
819210	831157
819210	841400
819210	837305
819210	834335
819210	835266
819210	836803
819210	830661
819210	838855
819210	816329
819210	835274
819210	826571
819210	822477
819210	834770
819210	832723
819210	829656
819210	833758
819210	830587
819210	836841
819210	819922
819210	836648
819210	816370
819210	836307
819210	830708
819210	840438
819210	821495
819210	829909
819210	816897
819210	832771
819210	831749
819210	817927
819210	828170
819210	843532
819210	836367
819210	824195
819210	839446
819210	822039
819210	838425
819210	837403
819210	843862
819210	842527
819210	835872
819210	843553
819210	817956
819210	822061
819210	828126
819210	827191
819210	833852
819210	838467
819210	822084
819210	826364
819210	816979
819210	843096
819210	821083
819210	844127
819210	823651
819210	834406
819210	819561
819210	3767658
819210	830866
819210	840051
819210	820602
819210	837499
819210	826750
819210	829824
819210	829827
819210	830341
819210	838535
819210	828296
819210	829322
819210	831895
819210	821138
819210	829847
819210	841117
819210	821744
819210	824739
819210	839077
819210	835511
819210	822714
819210	817597
819210	842688
819210	842177
819210	816579
819210	818628
819210	844022
819210	832968
819210	827337
819210	843723
819210	831440
819210	820643
819210	818219
819210	843225
819210	840158
819210	843748
819210	828901
819210	829929
819210	843244
819210	816622
819210	822767
819210	821232
819210	839667
819210	825336
819210	820217
819210	838650
819210	828927
819210	820732
819210	818174
819210	825855
819211	831899
819212	840267
819212	837366
819215	835759
819215	814997
819215	832437
819217	827496
819219	828791
819220	842120
819220	817679
819220	818708
819220	821061
819220	824355
819220	836646
819220	843305
819220	820281
819220	824251
819220	836284
819220	823492
819220	828485
819220	835410
819220	2745816
819220	833756
819220	827114
819220	823916
819220	822387
819220	832245
819220	825364
819220	820732
819220	834431
819223	823560
819223	2745762
819230	818425
819230	818077
819232	817170
819233	828193
819234	836656
819234	831138
819234	837479
819234	818472
819234	816775
819234	835535
819234	831248
819234	816787
819234	825333
819234	828144
819235	816579
819235	838950
819235	826505
819235	839356
819235	834431
819236	827857
819236	825890
819236	831899
819236	830095
819236	838127
819237	831899
819239	822593
819239	826715
819239	821705
819239	833930
819239	829707
819239	828908
819239	835410
819239	839506
819239	820883
819239	825336
819239	838906
819239	828475
819239	843453
819240	841668
819241	816160
819241	821712
819241	820395
819241	839780
819241	833509
819241	835015
819241	837963
819241	819847
819241	837998
819241	828400
819241	818769
819241	817170
819241	839235
819241	841173
819241	835318
819241	840368
819241	826599
819242	817857
819242	825890
819242	839300
819242	816133
819242	826470
819242	827857
819242	842120
819242	839529
819242	816394
819242	837483
819242	842957
819242	817134
819242	841743
819242	831441
819242	826712
819242	818596
819242	836506
819242	816538
819242	820767
819244	817857
819244	839714
819247	815152
819247	824385
819247	831077
819247	831183
819248	831138
819248	824228
819248	827568
819248	832857
819248	825148
819249	834133
819249	842669
819252	831899
819260	835777
819260	816330
819260	830019
819260	824348
819260	816666
819261	831186
819261	825427
819261	831077
819261	821983
819261	839031
819262	823426
819262	838501
819262	838310
819262	843407
819262	839893
819262	841271
819262	843577
819262	831162
819262	843834
819262	821055
819263	831899
819264	838865
819264	827191
819265	829597
819267	826530
819267	835174
819267	815112
819267	825207
819267	834094
819267	831933
819267	817608
819267	831765
819267	827351
819267	817656
819267	821114
819267	822207
819267	837821
819267	841918
819267	818431
819272	842281
819272	827826
819272	836723
819273	829541
819273	843079
819277	837530
819277	817148
819277	837602
819279	830051
819279	832518
819279	837417
819279	832523
819279	832237
819279	829707
819279	832053
819279	836280
819279	816671
819280	821441
819280	826690
819280	827301
819280	818761
819280	843244
819280	831138
819280	833487
819280	836656
819280	814834
819280	831766
819280	820407
819280	818618
819280	841999
819280	829758
819280	827999
819281	823970
819282	817504
819282	833738
819282	827837
3768403	817253
3768403	831441
3768403	832968
3768403	829707
3768403	6241326
3768403	817936
3768403	814737
3768403	841234
3768403	829811
3768403	844022
3768403	3769879
3768403	838715
3768403	820732
3768403	827999
819286	814784
819286	821441
819286	821061
819286	816806
819286	824351
819286	823916
819286	820861
819286	827568
819286	842320
819286	840442
819286	834815
819286	820732
819286	827101
819286	839173
819290	830081
819290	838658
819290	840452
819290	843782
819290	829831
819290	820616
819290	818570
819290	836748
819290	825892
819290	834449
819290	821523
819290	841751
819290	834712
819290	814724
819290	818207
819290	823332
819290	833576
819290	834140
819290	842288
819290	821041
819290	824502
819290	841528
819290	838457
819290	832320
819290	819910
819290	835786
819290	831822
819290	824528
819290	827474
819290	828643
819290	824020
819290	817956
819290	831963
819290	836828
819290	842846
819290	816993
819290	816995
819290	824420
819290	821221
819290	830566
819290	836076
819290	814834
819290	839039
819292	838144
819292	830051
819292	822185
819292	829707
819292	832237
819292	832523
819292	836259
819292	832053
819292	828619
819292	837417
