24577	500569
24577	50522
24577	299347
81922	50522
81922	114901
294917	50592
24585	24392
24585	290364
24586	50522
24586	114027
24586	290364
24586	192255
24587	290364
24588	24392
24588	50522
24588	287155
24588	290364
679949	50522
24592	116673
24592	116643
24592	25576
24592	307594
24592	29647
24592	25615
24592	25404
24596	117089
24596	59109
24596	29192
24596	311786
24596	311245
24596	29613
24596	54226
24596	25054
24598	307842
24598	29382
24598	29161
24598	307594
24598	85421
24598	24242
24598	287155
24598	50522
114711	50522
114711	25415
24605	54292
303135	50522
360480	50522
311332	307594
24617	170538
24617	363854
688173	140939
360497	307594
311346	50522
24627	307594
294964	114027
24552	50522
303158	307594
360504	24392
294972	24392
294975	307594
24642	499417
24642	50522
360515	114027
24644	292464
24644	499417
24644	50522
24644	290364
24644	24392
499782	290364
114700	24842
294988	307594
24653	83731
24653	192218
24653	29747
24654	50522
24654	64515
294993	50522
360533	24516
311384	307594
24668	50522
24668	290364
24669	114027
360543	298012
24672	24392
24672	499417
24672	29219
24673	50522
24674	50522
24674	290364
24674	140694
24674	85238
24674	24242
24679	50522
24680	50689
24680	29219
24680	29542
24680	54321
24680	691496
24680	291145
24680	690987
24680	64204
24680	116685
24680	116590
24680	499088
24680	24392
24680	25459
24680	308212
24680	25558
24680	24329
24680	65204
24680	500666
24680	116636
24680	50522
24680	24547
24681	29219
24681	29542
24681	24392
24681	114027
24681	311245
24681	24176
24681	25459
24681	25558
24681	50522
24681	290364
311405	50522
24686	307594
24686	84469
24688	24392
24691	24392
24691	307594
361833	50522
361833	24211
361833	290364
24699	50522
360572	24392
360572	50522
360572	117287
360573	58960
360573	114562
360573	299331
360573	56011
360573	170851
680063	50522
24705	114505
24705	500538
24705	300860
24705	24790
24708	399489
24708	116722
24708	299347
24708	25301
24708	81821
303241	499417
295050	50522
360471	298012
24716	500985
24716	50522
24716	282827
24716	316258
24718	50522
245903	117096
245903	360652
245903	116647
303251	499088
303251	500666
303251	308212
100360342	50522
303259	307594
303259	290364
360609	50522
245922	53372
114851	24252
680102	298012
114856	50522
360619	307594
680111	81821
303285	363836
303285	113894
64202	29219
64202	58974
64202	117287
24766	50522
24766	24242
680127	170538
680127	81749
360640	50522
24771	50522
24771	307594
245956	50522
286917	307594
245959	499417
245959	282819
245959	290364
245961	290364
24778	29560
24778	50522
24778	290364
286923	59312
286923	290364
286923	54292
286923	192254
24780	50522
24781	50522
286928	140722
360658	79121
360658	140940
360658	59109
360658	64310
24787	24392
114901	140694
114901	65040
114901	85238
114901	25751
114901	290364
24790	170915
24790	29508
24790	114505
24790	113938
24790	25337
24790	500538
361849	499417
286936	50522
245982	307594
24799	24392
24799	50522
24799	114027
24803	290364
24803	116470
24804	307309
24804	140941
24804	140593
24804	25012
24804	56084
24804	290364
24804	56029
24805	50522
24805	290364
360678	499417
360678	50522
360678	117287
24807	50522
100360426	50522
100360427	25301
311532	83841
360687	50522
24817	308212
24818	292464
24818	50522
24825	24392
24825	290364
24825	24391
24826	25617
24826	192235
24826	116598
24826	362862
312703	50522
312703	78948
312703	363445
312703	266759
286973	50522
286973	290364
24832	114027
24832	290364
24837	50522
24838	298012
24840	170915
24840	301164
24840	502389
24842	301442
24842	299331
24842	266759
24842	314856
24842	192269
24842	24888
24842	50522
24842	25405
311567	83497
311567	50522
311567	114554
24849	24392
24849	298012
24849	50522
24849	290364
24849	117287
24851	50522
24851	298012
24851	64391
24852	290364
24855	65248
24855	83613
24855	24242
24855	83571
24855	24890
24855	60445
24860	50522
246047	290364
500006	297570
24873	367218
24874	29560
24874	29452
24875	24242
246060	50522
246060	294790
24626	307594
295217	64462
24883	54244
24887	24224
24887	63868
24888	314856
24888	63868
24888	114114
24888	50522
246074	50522
295161	50522
295230	499417
295230	50522
295230	29219
295230	290364
295230	117287
24896	50522
24896	290364
361522	499417
361522	307594
24898	56816
24898	25489
24898	313474
24898	29219
24898	117277
24907	307594
24907	25614
24907	313494
24907	114489
24907	362715
24907	307548
24907	81822
24907	24511
295251	50522
24917	24392
24917	307594
24917	29219
24918	24514
24923	290364
24923	50522
24923	25012
24923	25558
24923	64630
24924	116673
24924	25613
303456	307594
360801	499417
246118	25416
246118	290364
246118	246310
24936	290364
295274	50522
24943	50522
24943	290364
500084	499417
24949	50522
24949	114027
24949	290364
24949	24242
360823	50522
369016	290364
369017	24392
369017	499417
24954	65248
24954	300674
24954	81643
24954	300783
24954	25622
24954	50522
24954	58844
24954	56765
24954	78975
688509	499417
24959	290364
94272	50522
24963	24392
24963	290364
288150	114027
246150	25573
295305	50522
303501	307594
287119	307594
689560	24392
689560	116644
360853	298012
360854	24392
360854	317371
303518	305123
360865	114027
25009	290364
360882	50522
360882	114027
287155	685859
287155	297994
287155	25101
287155	114509
287155	116643
287155	25620
287155	85431
287155	24472
287155	24890
287155	24413
287156	50522
360887	24392
25017	114027
25017	290364
360891	64845
25023	29542
25023	24392
25023	291145
25023	114027
25023	25459
25023	25558
25023	50522
25023	60383
303553	192348
303554	84015
303554	50522
303554	140939
303554	113894
303554	365751
25027	24392
25027	50522
246212	361765
246212	116647
246212	117096
246212	360652
246212	307594
246212	306636
246212	50522
246216	290364
246217	50522
25037	50522
688590	307594
688590	290364
25045	50522
287191	50522
246232	24185
360921	292464
360921	50522
25050	24242
25051	24242
25054	315840
25054	24225
25054	29545
25054	83823
25054	56084
25054	24408
25058	24392
25058	50522
25058	114027
25058	290364
680419	307594
360933	307594
25062	290364
680423	50522
680423	292732
295401	50522
295401	307594
311786	50592
311786	50522
311786	83477
311786	306886
680427	307594
66028	50522
246254	363445
66031	290364
303604	287716
303604	25576
303604	25577
303604	25578
303604	56011
303604	29753
303604	56010
360949	307594
360950	24392
360950	499417
360950	50522
25085	29219
360958	290364
246273	56816
246274	50522
500233	50522
360971	307594
25101	116643
360975	24392
25104	24392
25104	307594
25104	114027
25104	290364
500242	499417
500244	290364
246294	50522
25113	113970
360990	50522
25122	25489
25123	24377
25123	311245
25124	24514
25124	298012
500261	117096
500261	360652
500261	290364
500261	116647
246310	54241
246310	308578
246310	29382
246310	266759
246310	305288
246310	114023
246310	116563
246310	297428
246310	290364
246310	140670
246310	64678
311848	290364
311849	24392
25130	81804
25130	25558
100196907	50522
25135	307594
25135	29219
25135	25591
25135	117287
287280	50522
287280	363083
311860	294568
311860	81504
311860	282843
311860	24180
361014	50522
500280	50522
500282	50522
246331	83785
25149	363096
25149	25737
25149	50522
25149	117274
25149	84350
25150	50522
25150	29644
25150	25414
25150	25558
25150	362263
25152	25353
25152	114027
25152	116681
25152	50522
25152	290364
25152	64158
287299	50522
303689	50522
680522	24392
680522	307594
680522	29219
25167	24408
25167	83805
25167	29495
689593	50522
25176	24392
25176	290364
25177	24392
25177	307594
361050	50522
25179	307594
25179	290364
25181	24392
25181	307594
25183	50522
311913	312694
311913	81637
311913	298598
361071	307594
156275	50522
140734	114027
56084	116470
56084	171086
56084	25012
56084	64630
56084	50522
295549	50522
25218	362721
25218	50522
287367	50522
361100	499417
361100	25591
25229	50522
361103	499417
25235	83681
25236	307594
25238	24185
500377	290364
25242	25690
25244	24392
25244	290364
25246	24392
25247	50522
361120	50522
25252	50592
25252	315840
25252	117542
25252	29647
25252	29161
25252	24410
25252	25327
25252	64053
25252	24409
25252	114202
25252	311055
25252	290364
25252	50522
25252	25470
25255	365057
25255	192154
303786	50522
58823	50522
25261	83499
25262	116643
25262	290823
25262	305614
25262	24242
25262	29715
25262	362036
25262	24213
25262	315608
25262	24212
25262	50522
25262	290364
25262	84478
25262	64159
303798	50522
295607	499417
287417	117287
25275	50522
25275	290364
25275	307594
25275	24242
500419	24392
25287	24392
25288	24392
688843	50522
287436	499417
25293	50522
25293	114027
361167	25625
25297	290364
361171	50522
287444	29219
287444	81727
25301	83833
287446	24392
303831	24392
303831	50522
303831	290364
361181	50522
312030	307594
171059	79114
500450	298012
25316	54259
25316	24185
25316	299331
25316	81515
25319	171050
361202	307594
58835	50522
58835	290364
100360950	499417
24703	29219
24703	29542
24703	297994
24703	81517
24703	306353
24703	293621
25344	24392
25344	290364
25344	117287
25349	50522
25353	29456
25353	361673
303882	64465
25359	116685
25363	24392
25365	290364
25369	24242
25369	24318
25374	50522
501110	307594
287522	307594
25379	290364
25380	24392
25380	298012
94342	50522
361258	29560
25387	25570
25387	81668
25387	25638
25387	314856
25387	66026
25387	56816
25387	50522
25387	290364
25388	24176
25388	50522
25388	140670
25390	24392
25391	307594
25391	114027
25393	290364
25393	25567
25398	29456
25398	363836
25398	94196
